54,1000000,12781.0,0,0,None,0,0,0,1000000,12781.0
54,1000000.0,12781.25,1,1,long,0.0,0.0,0.0,1000000.0,12781.25
54,1000000.0,12781.0,2,1,short,0.0,0.0,0.0,1000000.0,12781.0
54,1000004.75,12780.75,2,1,short,0.25,0.25,0.25,1000005.0,12780.75
54,1000005.0,12781.5,1,1,long,0.0,0.0,0.0,1000005.0,12781.5
54,1000005.0,12781.25,2,3,short,0.0,0.0,0.0,1000005.0,12781.25
54,1000005.0,12781.0,1,3,long,0.0,0.0,0.0,1000005.0,12781.0
54,1000005.0,12781.0,1,3,long,0.0,0.0,0.0,1000005.0,12781.0
54,1000005.0,12781.75,2,2,short,0.0,0.0,0.0,1000005.0,12781.75
54,999985.5,12782.25,0,2,short,-0.5,-1.0,-1.0,999985.0,12782.25
54,999994.75,12781.5,2,2,short,0.25,0.5,0.5,999995.0,12781.5
54,1000014.5,12781.25,2,2,short,0.5,1.0,1.0,1000015.0,12781.25
54,1000044.25,12781.0,2,2,short,0.75,1.5,1.5,1000045.0,12781.0
54,1000045.0,12781.25,1,2,long,0.0,0.0,0.0,1000045.0,12781.25
54,1000035.25,12781.0,0,2,long,-0.25,-0.5,-0.5,1000035.0,12781.0
54,1000035.0,12781.75,2,2,short,0.0,0.0,0.0,1000035.0,12781.75
54,1000035.0,12782.25,1,2,long,0.0,0.0,0.0,1000035.0,12782.25
54,999996.0,12781.25,1,2,long,-1.0,-2.0,-2.0,999995.0,12781.25
54,999975.5,12781.75,1,2,long,-0.5,-1.0,-1.0,999975.0,12781.75
54,999984.75,12782.5,1,2,long,0.25,0.5,0.5,999985.0,12782.5
54,999955.75,12781.5,0,2,long,-0.75,-1.5,-1.5,999955.0,12781.5
54,999955.0,12782.25,0,2,long,0.0,0.0,0.0,999955.0,12782.25
54,999964.75,12782.5,1,2,long,0.25,0.5,0.5,999965.0,12782.5
54,999896.75,12780.5,1,2,long,-1.75,-3.5,-3.5,999895.0,12780.5
54,999895.0,12782.25,2,2,short,0.0,0.0,0.0,999895.0,12782.25
54,999885.25,12782.5,2,2,short,-0.25,-0.5,-0.5,999885.0,12782.5
54,999885.0,12781.5,1,2,long,0.0,0.0,0.0,999885.0,12781.5
54,999846.0,12780.5,1,2,long,-1.0,-2.0,-2.0,999845.0,12780.5
54,999864.5,12782.0,1,2,long,0.5,1.0,1.0,999865.0,12782.0
54,999865.0,12782.5,2,1,short,0.0,0.0,0.0,999865.0,12782.5
54,999865.0,12781.75,1,3,long,0.0,0.0,0.0,999865.0,12781.75
54,999850.25,12781.5,1,3,long,-0.25,-0.75,-0.75,999850.0,12781.5
54,999850.0,12781.25,2,1,short,0.0,0.0,0.0,999850.0,12781.25
54,999850.0,12781.75,1,1,long,0.0,0.0,0.0,999850.0,12781.75
54,999845.25,12781.5,1,1,long,-0.25,-0.25,-0.25,999845.0,12781.5
54,999835.5,12781.25,0,1,long,-0.5,-0.5,-0.5,999835.0,12781.25
54,999835.0,12781.75,1,1,long,0.0,0.0,0.0,999835.0,12781.75
54,999835.0,12781.5,2,2,short,0.0,0.0,0.0,999835.0,12781.5
54,999844.75,12781.25,0,2,short,0.25,0.5,0.5,999845.0,12781.25
54,999845.0,12781.75,1,2,long,0.0,0.0,0.0,999845.0,12781.75
54,999845.0,12781.5,2,2,short,0.0,0.0,0.0,999845.0,12781.5
54,999854.75,12781.25,2,2,short,0.25,0.5,0.5,999855.0,12781.25
54,999855.0,12781.75,1,3,long,0.0,0.0,0.0,999855.0,12781.75
54,999884.5,12782.25,1,3,long,0.5,1.5,1.5,999885.0,12782.25
54,999885.0,12781.75,2,2,short,0.0,0.0,0.0,999885.0,12781.75
54,999875.25,12782.0,2,2,short,-0.25,-0.5,-0.5,999875.0,12782.0
54,999875.0,12782.25,1,2,long,0.0,0.0,0.0,999875.0,12782.25
54,999845.75,12781.5,1,2,long,-0.75,-1.5,-1.5,999845.0,12781.5
54,999845.0,12782.25,1,2,long,0.0,0.0,0.0,999845.0,12782.25
54,999845.0,12783.0,2,2,short,0.0,0.0,0.0,999845.0,12783.0
54,999845.0,12781.5,1,3,long,0.0,0.0,0.0,999845.0,12781.5
54,999830.25,12781.25,0,3,long,-0.25,-0.75,-0.75,999830.0,12781.25
54,999830.0,12781.0,2,1,short,0.0,0.0,0.0,999830.0,12781.0
54,999820.5,12781.5,2,1,short,-0.5,-0.5,-0.5,999820.0,12781.5
54,999805.75,12781.75,2,1,short,-0.75,-0.75,-0.75,999805.0,12781.75
54,999805.0,12782.0,1,2,long,0.0,0.0,0.0,999805.0,12782.0
54,999766.0,12781.0,1,2,long,-1.0,-2.0,-2.0,999765.0,12781.0
54,999765.0,12782.0,1,2,long,0.0,0.0,0.0,999765.0,12782.0
54,999765.0,12782.25,2,3,short,0.0,0.0,0.0,999765.0,12782.25
54,999794.5,12781.75,2,3,short,0.5,1.5,1.5,999795.0,12781.75
54,999809.75,12782.0,2,3,short,0.25,0.75,0.75,999810.0,12782.0
54,999810.0,12782.25,0,3,short,0.0,0.0,0.0,999810.0,12782.25
54,999869.0,12781.25,2,3,short,1.0,3.0,3.0,999870.0,12781.25
54,999943.75,12781.0,2,3,short,1.25,3.75,3.75,999945.0,12781.0
54,1000033.5,12780.75,2,3,short,1.5,4.5,4.5,1000035.0,12780.75
54,1000049.75,12782.0,0,3,short,0.25,0.75,0.75,1000050.0,12782.0
54,1000050.0,12782.75,1,3,long,0.0,0.0,0.0,1000050.0,12782.75
