44,1000000.0,12781.0,2,2,short,0.0,0.0,0.0,1000000.0,12781.0
44,999990.25,12781.25,0,2,short,-0.25,-0.5,-0.5,999990.0,12781.25
44,999990.0,12781.0,1,3,long,0.0,0.0,0.0,999990.0,12781.0
44,999975.25,12780.75,0,3,long,-0.25,-0.75,-0.75,999975.0,12780.75
44,1000004.5,12781.5,1,3,long,0.5,1.5,1.5,1000005.0,12781.5
44,1000019.75,12781.25,0,3,long,0.25,0.75,0.75,1000020.0,12781.25
44,1000020.0,12781.0,0,3,long,0.0,0.0,0.0,1000020.0,12781.0
44,1000020.0,12781.0,0,3,long,0.0,0.0,0.0,1000020.0,12781.0
44,1000020.0,12781.75,2,2,short,0.0,0.0,0.0,1000020.0,12781.75
44,1000020.0,12782.25,1,2,long,0.0,0.0,0.0,1000020.0,12782.25
44,1000020.0,12781.5,2,2,short,0.0,0.0,0.0,1000020.0,12781.5
44,1000029.75,12781.25,2,2,short,0.25,0.5,0.5,1000030.0,12781.25
44,1000049.5,12781.0,2,2,short,0.5,1.0,1.0,1000050.0,12781.0
44,1000059.75,12781.25,2,2,short,0.25,0.5,0.5,1000060.0,12781.25
44,1000079.5,12781.0,2,2,short,0.5,1.0,1.0,1000080.0,12781.0
44,1000070.25,12781.75,2,2,short,-0.25,-0.5,-0.5,1000070.0,12781.75
44,1000040.75,12782.25,0,2,short,-0.75,-1.5,-1.5,1000040.0,12782.25
44,1000049.75,12781.25,2,2,short,0.25,0.5,0.5,1000050.0,12781.25
44,1000040.25,12781.75,0,2,short,-0.25,-0.5,-0.5,1000040.0,12781.75
44,1000001.0,12782.5,2,2,short,-1.0,-2.0,-2.0,1000000.0,12782.5
44,1000000.0,12781.5,0,2,short,0.0,0.0,0.0,1000000.0,12781.5
44,1000000.0,12782.25,1,1,long,0.0,0.0,0.0,1000000.0,12782.25
44,1000000.0,12782.5,2,3,short,0.0,0.0,0.0,1000000.0,12782.5
44,1000118.0,12780.5,2,3,short,2.0,6.0,6.0,1000120.0,12780.5
44,1000120.0,12782.25,1,2,long,0.0,0.0,0.0,1000120.0,12782.25
44,1000129.75,12782.5,1,2,long,0.25,0.5,0.5,1000130.0,12782.5
44,1000100.75,12781.5,1,2,long,-0.75,-1.5,-1.5,1000100.0,12781.5
